,model,lookback,n1,epsilon,epsilon_decay,learning_rate,discount_rate,tr_cooperation_percentage,tr_defection_percentage,tr_final_loss,tr_mean_reward,tr_cumul_reward,tr_cumul_regret,tn_rank,tn_mean_score,tn_mean_time,agents
0,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.2,0.0,0.001,0.95,0.2990625,0.7009375,0.7744405512703909,1.9741125,157929,82071,25,672.9983870967742,18.629728999999998,"TitForTat,OmegaTFT,AllC,AllD"
1,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.2,0.0,0.001,0.99,0.901575,0.098425,1.868303035943721,2.22695,178156,61844,21,725.2209677419355,18.018594999999998,"TitForTat,OmegaTFT,AllC,AllD"
2,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.2,0.0,0.005,0.95,0.4689125,0.5310875,0.7126119020902933,2.13245,170596,69404,15,732.2354838709678,16.543092000000005,"TitForTat,OmegaTFT,AllC,AllD"
3,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=8, bias=True)
  (layer2): Linear(in_features=8, out_features=8, bias=True)
  (layer3): Linear(in_features=8, out_features=2, bias=True)
)",8,8,0.2,0.0,0.005,0.99,0.6137,0.3863,1.5371379008725328,1.982125,158570,81430,25,578.6983870967742,18.108397000000004,"TitForTat,OmegaTFT,AllC,AllD"
4,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=2, bias=True)
)",8,12,0.2,0.0,0.001,0.95,0.4546875,0.5453125,1.4907600754147068,1.966,157280,82720,25,554.4645161290323,16.857381000000004,"TitForTat,OmegaTFT,AllC,AllD"
5,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=2, bias=True)
)",8,12,0.2,0.0,0.001,0.99,0.3372,0.6628,1.2406134109960112,1.9143,153144,86856,25,502.86290322580646,21.190106000000007,"TitForTat,OmegaTFT,AllC,AllD"
6,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=2, bias=True)
)",8,12,0.2,0.0,0.005,0.95,0.5452875,0.4547125,0.6304292158633277,2.2499625,179997,60003,21,747.4387096774194,16.134950999999994,"TitForTat,OmegaTFT,AllC,AllD"
7,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=12, bias=True)
  (layer2): Linear(in_features=12, out_features=12, bias=True)
  (layer3): Linear(in_features=12, out_features=2, bias=True)
)",8,12,0.2,0.0,0.005,0.99,0.6077375,0.3922625,1.3502706289628175,1.9930625,159445,80555,23,678.2774193548387,17.202946999999998,"TitForTat,OmegaTFT,AllC,AllD"
8,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.2,0.0,0.001,0.95,0.4683,0.5317,1.5089026259951261,1.9838625,158709,81291,25,517.2483870967742,17.139578000000004,"TitForTat,OmegaTFT,AllC,AllD"
9,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.2,0.0,0.001,0.99,0.9011,0.0989,1.8726924385667756,2.2501875,180015,59985,18,724.4048387096774,16.207690000000003,"TitForTat,OmegaTFT,AllC,AllD"
10,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.2,0.0,0.005,0.95,0.5252125,0.4747875,0.7900733618791517,2.202475,176198,63802,25,645.5661290322581,14.897799,"TitForTat,OmegaTFT,AllC,AllD"
11,"QNetwork(
  (flatten): Flatten(start_dim=1, end_dim=-1)
  (layer1): Linear(in_features=16, out_features=16, bias=True)
  (layer2): Linear(in_features=16, out_features=16, bias=True)
  (layer3): Linear(in_features=16, out_features=2, bias=True)
)",8,16,0.2,0.0,0.005,0.99,0.8989,0.1011,1.889206648801267,2.251225,180098,59902,24,708.325806451613,15.80295099999999,"TitForTat,OmegaTFT,AllC,AllD"
